run_id,tti_idx,frame,slot,epoch,sec_rel,C,num_registered,num_active,tda_id,tda_symbols,total_rb,J_active,J,Var_J_active_100,Var_J_100,UE1_rnti_hex,UE2_rnti_hex,UE3_rnti_hex,UE1_ue_idx,UE1_rbStart,UE1_rbSize,UE1_rb_share,UE1_mcs,UE1_Qm,UE1_R,UE1_nLayers,UE1_tb_size,UE1_harq_pid,UE1_harq_round,UE1_wb_cqi,UE1_dl_bler_x1e3,UE1_ta_apply,UE1_ta_cmd,UE1_rlc_total_bytes,UE1_rlc_total_pdus,UE2_ue_idx,UE2_rbStart,UE2_rbSize,UE2_rb_share,UE2_mcs,UE2_Qm,UE2_R,UE2_nLayers,UE2_tb_size,UE2_harq_pid,UE2_harq_round,UE2_wb_cqi,UE2_dl_bler_x1e3,UE2_ta_apply,UE2_ta_cmd,UE2_rlc_total_bytes,UE2_rlc_total_pdus,UE3_ue_idx,UE3_rbStart,UE3_rbSize,UE3_rb_share,UE3_mcs,UE3_Qm,UE3_R,UE3_nLayers,UE3_tb_size,UE3_harq_pid,UE3_harq_round,UE3_wb_cqi,UE3_dl_bler_x1e3,UE3_ta_apply,UE3_ta_cmd,UE3_rlc_total_bytes,UE3_rlc_total_pdus
004912,8009,704,7,1761196623.0045,4.0045,106,3,1,0,13,40,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,40,0.3773584905660377,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8010,704,10,1761196623.005,4.005,106,3,1,0,13,30,1.0,0.3333333333333333,0.0007978758573568,0.0002054955786024,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,30,0.2830188679245283,28.0,6.0,9480.0,1.0,3009.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,2964.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8011,704,11,1761196623.0055,4.0055000000000005,106,3,1,0,13,15,1.0,0.3333333333333333,0.0007978758573568,0.0002054955786024,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8012,704,14,1761196623.006,4.006,106,3,1,0,13,15,1.0,0.3333333333333333,0.0007978758573568,0.0002054955786024,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8013,704,15,1761196623.0065,4.0065,106,3,1,0,13,15,1.0,0.3333333333333333,0.0007978758573568,0.0002054955786024,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8014,704,17,1761196623.007,4.007,106,3,1,0,13,40,1.0,0.3333333333333333,0.0007978758573568,0.0002054955786024,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,40,0.3773584905660377,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8015,705,0,1761196623.0075,4.0075,106,3,2,0,13,35,0.6621621621621622,0.4414414414414414,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,5,0.0471698113207547,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,5.0,30,0.2830188679245283,28.0,6.0,9480.0,1.0,3009.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,2964.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8016,705,1,1761196623.008,4.008,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8017,705,3,1761196623.0085,4.0085,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8018,705,4,1761196623.009,4.009,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8019,705,7,1761196623.0095,4.0095,106,3,1,0,13,40,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,40,0.3773584905660377,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8020,705,10,1761196623.01,4.01,106,3,1,0,13,30,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,30,0.2830188679245283,28.0,6.0,9480.0,1.0,3009.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,2964.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8021,705,11,1761196623.0105,4.0105,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8022,705,13,1761196623.011,4.011,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8023,705,15,1761196623.0115,4.0115,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8024,705,16,1761196623.012,4.0120000000000005,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8025,706,0,1761196623.0125,4.0125,106,3,1,0,13,27,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,27,0.2547169811320754,28.0,6.0,9480.0,1.0,2688.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,2964.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8026,706,1,1761196623.013,4.013,106,3,1,0,13,18,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,18,0.1698113207547169,28.0,6.0,9480.0,1.0,1793.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1769.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8027,706,2,1761196623.0135,4.0135000000000005,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8028,706,4,1761196623.014,4.014,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8029,706,6,1761196623.0145,4.0145,106,3,1,0,13,15,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,15,0.1415094339622641,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8030,706,7,1761196623.015,4.015,106,3,1,0,13,40,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,40,0.3773584905660377,28.0,6.0,9480.0,1.0,1505.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,1482.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
004912,8031,706,10,1761196623.0155,4.0155,106,3,1,0,13,30,1.0,0.3333333333333333,0.0019086247082095,0.0003180853733033,0x6FA9,0x80CE,0x21FF,0.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,123.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,30,0.2830188679245283,28.0,6.0,9480.0,1.0,3009.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,2964.0,0.0,1.0,0.0,0,0.0,9.0,2.0,6790.0,1.0,111.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0
